,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,close_raw,open_raw,high_raw,low_raw,price_type
0,688256.SH,2025-09-29,1320.0004317942253,1338.980438002903,1271.0004157655003,1323.5004329391343,1339.0,-15.5,-1.1576,90298.05,11815948.745,1323.5,1320.0,1338.98,1271.0,forward_adjusted
1,688256.SH,2025-09-30,1387.9999569768756,1398.9999566359143,1318.2299591395006,1324.9999589296544,1323.5,1.5,0.1133,86539.81,11699849.21,1325.0,1388.0,1399.0,1318.23,forward_adjusted
2,688256.SH,2025-10-09,1360.4996260722235,1405.9296135859765,1331.99963390533,1332.7896336882018,1325.0,7.79,0.5879,118338.23,16137619.926,1332.79,1360.5,1405.93,1332.0,forward_adjusted
3,688256.SH,2025-10-10,1301.9992327727348,1304.3092314115252,1240.9892687239908,1247.0792651353472,1332.79,-85.71,-6.4309,108213.0,13767648.794,1247.08,1302.0,1304.31,1240.99,forward_adjusted
4,688256.SH,2025-10-13,1209.9991030662127,1277.9990526600166,1209.9991030662127,1262.1090644387584,1247.08,15.03,1.2052,87752.78,11019557.222,1262.11,1210.0,1278.0,1210.0,forward_adjusted
5,688256.SH,2025-10-14,1271.9884361057282,1271.9884361057282,1189.9985369113094,1195.9985295343918,1262.11,-66.11,-5.2381,105876.0,12861254.895,1196.0,1271.99,1271.99,1190.0,forward_adjusted
6,688256.SH,2025-10-15,1207.999051668785,1246.9790210678323,1189.999065799548,1241.9990249773434,1196.0,46.0,3.8462,70806.98,8637499.885,1242.0,1208.0,1246.98,1190.0,forward_adjusted
7,688256.SH,2025-10-16,1259.999139417908,1307.9591066611486,1259.999139417908,1273.9991298558848,1242.0,32.0,2.5765,96667.9,12409422.159,1274.0,1260.0,1307.96,1260.0,forward_adjusted
8,688256.SH,2025-10-17,1254.9495793956057,1289.27956788969,1218.229591702545,1247.679581832192,1274.0,-26.32,-2.0659,84813.74,10607162.139,1247.68,1254.95,1289.28,1218.23,forward_adjusted
9,688256.SH,2025-10-20,1273.1098906723132,1333.95988544685,1241.4998933868064,1281.1198899844585,1247.68,33.44,2.6802,128071.07,16518765.341,1281.12,1273.11,1333.96,1241.5,forward_adjusted
10,688256.SH,2025-10-21,1281.1198832464504,1377.9998744173918,1244.9998865382095,1368.9598752412428,1281.12,87.84,6.8565,146125.63,19240518.795,1368.96,1281.12,1378.0,1245.0,forward_adjusted
11,688256.SH,2025-10-22,1340.9994257049404,1467.999371316072,1338.999426561458,1429.4993878040361,1368.96,60.54,4.4223,141335.62,19814513.226,1429.5,1341.0,1468.0,1339.0,forward_adjusted
12,688256.SH,2025-10-23,1408.9995204713432,1416.9995177486824,1364.9995354459784,1398.8995239087028,1429.5,-30.6,-2.1406,79242.08,11008098.775,1398.9,1409.0,1417.0,1365.0,forward_adjusted
13,688256.SH,2025-10-24,1424.999182183512,1547.999111593036,1403.9991942355443,1524.999124792881,1398.9,126.1,9.0142,159565.6,23402505.412,1525.0,1425.0,1548.0,1404.0,forward_adjusted
14,688256.SH,2025-10-27,1559.999741677598,1560.009741675942,1492.999752772214,1530.6797465327345,1525.0,5.68,0.3725,122356.06,18757215.645,1530.68,1560.0,1560.01,1493.0,forward_adjusted
15,688256.SH,2025-10-28,1505.0,1533.79,1457.0,1478.58,1530.68,-52.1,-3.4037,104310.9,15591302.965,1478.58,1505.0,1533.79,1457.0,forward_adjusted
